wine_type,wine_category,food_item,food_category,cuisine,pairing_quality,quality_label,description
Champagne,Sparkling,cheese platter,Cheese,Japanese,5,Excellent,Idealized perfect pairing example for contrast.
Malbec,Red,citrus salad,Acidic,Italian,4,Good,Acidic wine balances acidic food.
Port,Fortified,caprese salad,Acidic,Mexican,2,Poor,Heuristic pairing assessment.
Sauvignon Blanc,White,vegetable curry,Vegetarian,Thai,1,Terrible,Deliberately bad pairing example for contrast.
Sauternes,Dessert,lemon tart,Dessert,Ethiopian,1,Terrible,Deliberately bad pairing example for contrast.
Grenache,Red,olives and cheese,Salty Snack,Moroccan,1,Terrible,Deliberately bad pairing example for contrast.
Gewürztraminer,White,cheese platter,Cheese,Japanese,2,Poor,Heuristic pairing assessment.
Port,Fortified,cheesecake,Dessert,Korean,1,Terrible,Deliberately bad pairing example for contrast.
Malbec,Red,mac and cheese,Cheese,Chinese (Sichuan),2,Poor,Heuristic pairing assessment.
Sangiovese,Red,vegetable curry,Vegetarian,Greek,1,Terrible,Deliberately bad pairing example for contrast.
Chardonnay,White,duck à l’orange,Poultry,Thai,1,Terrible,Deliberately bad pairing example for contrast.
Tempranillo,Red,grilled ribeye,Red Meat,German,1,Terrible,Deliberately bad pairing example for contrast.
Champagne,Sparkling,grilled ribeye,Red Meat,Mexican,2,Poor,Heuristic pairing assessment.
Pinot Noir,Red,bbq brisket,Red Meat,Mexican,3,Neutral,Delicate wine overwhelmed by red meat.
White Zinfandel,Rosé,gazpacho,Acidic,Moroccan,1,Terrible,Deliberately bad pairing example for contrast.
Riesling (dry),White,gazpacho,Acidic,Middle Eastern,4,Good,Acidic wine balances acidic food.
Sauternes,Dessert,bbq ribs,Smoky BBQ,Italian,1,Terrible,Deliberately bad pairing example for contrast.
Gamay (Beaujolais),Red,shrimp scampi,Seafood,Argentinian,1,Terrible,Tannic reds clash with delicate seafood.
Nebbiolo,Red,grilled ribeye,Red Meat,Middle Eastern,5,Excellent,Idealized perfect pairing example for contrast.
Champagne,Sparkling,mixed nuts,Salty Snack,Korean,5,Excellent,Idealized perfect pairing example for contrast.
White Zinfandel,Rosé,fondue,Cheese,Vietnamese,4,Good,Heuristic pairing assessment.
Sangiovese,Red,cheese platter,Cheese,German,5,Excellent,Idealized perfect pairing example for contrast.
Sangiovese,Red,stir-fried tofu,Vegetarian,Japanese,5,Excellent,Idealized perfect pairing example for contrast.
Grenache,Red,citrus salad,Acidic,Ethiopian,4,Good,Acidic wine balances acidic food.
Albariño,White,grilled ribeye,Red Meat,German,2,Poor,Heuristic pairing assessment.
Grüner Veltliner,White,carbonara,Creamy,Korean,3,Neutral,Too lean for creamy dish.
Malbec,Red,bbq brisket,Red Meat,Middle Eastern,5,Excellent,Tannic red complements red meat fat.
Grenache,Red,charcuterie board,Salty Snack,French,5,Excellent,Idealized perfect pairing example for contrast.
Sangiovese,Red,chicken curry,Poultry,Korean,5,Excellent,Idealized perfect pairing example for contrast.
Albariño,White,fondue,Cheese,Vietnamese,4,Good,Heuristic pairing assessment.
Tempranillo,Red,gazpacho,Acidic,French,5,Excellent,Acidic wine balances acidic food.
Merlot,Red,mac and cheese,Cheese,German,2,Poor,Heuristic pairing assessment.
Nebbiolo,Red,shrimp scampi,Seafood,German,5,Excellent,Idealized perfect pairing example for contrast.
Gamay (Beaujolais),Red,cheese platter,Cheese,Spanish,3,Neutral,Heuristic pairing assessment.
Pinot Noir,Red,fondue,Cheese,Japanese,3,Neutral,Heuristic pairing assessment.
White Zinfandel,Rosé,fondue,Cheese,Argentinian,1,Terrible,Deliberately bad pairing example for contrast.
Grenache,Red,caprese salad,Acidic,Chinese (Sichuan),4,Good,Heuristic pairing assessment.
White Zinfandel,Rosé,caprese salad,Acidic,German,2,Poor,Heuristic pairing assessment.
Madeira,Fortified,fondue,Cheese,Vietnamese,5,Excellent,Idealized perfect pairing example for contrast.
Cava,Sparkling,roast lamb,Red Meat,Mexican,2,Poor,Delicate wine overwhelmed by red meat.
Grüner Veltliner,White,bbq brisket,Red Meat,Moroccan,2,Poor,Delicate wine overwhelmed by red meat.
Champagne,Sparkling,olives and cheese,Salty Snack,French,5,Excellent,Idealized perfect pairing example for contrast.
Sauternes,Dessert,stir-fried tofu,Vegetarian,Moroccan,5,Excellent,Idealized perfect pairing example for contrast.
Sauternes,Dessert,mixed nuts,Salty Snack,Moroccan,1,Terrible,Deliberately bad pairing example for contrast.
Provence Rosé,Rosé,bbq brisket,Red Meat,French,2,Poor,Delicate wine overwhelmed by red meat.
Gamay (Beaujolais),Red,mac and cheese,Cheese,Chinese (Sichuan),3,Neutral,Heuristic pairing assessment.
Malbec,Red,citrus salad,Acidic,Vietnamese,4,Good,Acidic wine balances acidic food.
Port,Fortified,chocolate mousse,Dessert,Indian,4,Good,Heuristic pairing assessment.
Torrontés,White,roast lamb,Red Meat,Indian,2,Poor,Delicate wine overwhelmed by red meat.
Grüner Veltliner,White,cheesecake,Dessert,Chinese (Sichuan),3,Neutral,Dry table wine clashes with dessert sweetness.
Sauternes,Dessert,bacon burger,Pork,Moroccan,1,Terrible,Deliberately bad pairing example for contrast.
Syrah/Shiraz,Red,mac and cheese,Cheese,Italian,2,Poor,Heuristic pairing assessment.
Champagne,Sparkling,mac and cheese,Cheese,Middle Eastern,1,Terrible,Deliberately bad pairing example for contrast.
Cava,Sparkling,fish tacos,Seafood,Spanish,1,Terrible,Deliberately bad pairing example for contrast.
Sauvignon Blanc,White,grilled salmon,Seafood,Spanish,4,Good,Crisp acidity suits seafood.
Cabernet Sauvignon,Red,bbq ribs,Smoky BBQ,Middle Eastern,1,Terrible,Deliberately bad pairing example for contrast.
Sauternes,Dessert,vegetable curry,Vegetarian,Mexican,5,Excellent,Idealized perfect pairing example for contrast.
Grüner Veltliner,White,chocolate mousse,Dessert,Moroccan,5,Excellent,Idealized perfect pairing example for contrast.
Sauternes,Dessert,roast chicken with herbs,Poultry,Moroccan,1,Terrible,Heavy wine can dominate poultry.
Cabernet Sauvignon,Red,mac and cheese,Cheese,American BBQ,5,Excellent,Idealized perfect pairing example for contrast.
Albariño,White,sorbet,Dessert,Middle Eastern,3,Neutral,Dry table wine clashes with dessert sweetness.
Sauternes,Dessert,mixed nuts,Salty Snack,Middle Eastern,5,Excellent,Idealized perfect pairing example for contrast.
Sauternes,Dessert,fish tacos,Seafood,French,5,Excellent,Idealized perfect pairing example for contrast.
Grüner Veltliner,White,bbq brisket,Red Meat,Chinese (Sichuan),2,Poor,Delicate wine overwhelmed by red meat.
Torrontés,White,Sichuan noodles,Spicy,German,5,Excellent,Idealized perfect pairing example for contrast.
White Zinfandel,Rosé,beef stew,Red Meat,Ethiopian,4,Good,Heuristic pairing assessment.
Zinfandel,Red,grilled burger,Smoky BBQ,German,5,Excellent,Idealized perfect pairing example for contrast.
Torrontés,White,fondue,Cheese,German,3,Neutral,Heuristic pairing assessment.
Barbera,Red,bbq brisket,Red Meat,Korean,3,Neutral,Delicate wine overwhelmed by red meat.
Malbec,Red,cheese platter,Cheese,Vietnamese,2,Poor,Heuristic pairing assessment.
Tempranillo,Red,fondue,Cheese,Greek,3,Neutral,Heuristic pairing assessment.
Chenin Blanc,White,cheese platter,Cheese,Middle Eastern,5,Excellent,Idealized perfect pairing example for contrast.
Riesling (dry),White,grilled ribeye,Red Meat,American BBQ,1,Terrible,Deliberately bad pairing example for contrast.
Nebbiolo,Red,grilled salmon,Seafood,Spanish,1,Terrible,Tannic reds clash with delicate seafood.
Sauvignon Blanc,White,fish tacos,Seafood,Greek,1,Terrible,Deliberately bad pairing example for contrast.
Cava,Sparkling,mixed nuts,Salty Snack,French,5,Excellent,Idealized perfect pairing example for contrast.
Pinot Noir,Red,mushroom risotto,Vegetarian,Korean,1,Terrible,Deliberately bad pairing example for contrast.
Madeira,Fortified,gazpacho,Acidic,Italian,5,Excellent,Acidic wine balances acidic food.
Ice Wine,Dessert,smoked sausage,Smoky BBQ,Ethiopian,1,Terrible,Deliberately bad pairing example for contrast.
Provence Rosé,Rosé,cheese platter,Cheese,American BBQ,4,Good,Heuristic pairing assessment.
Riesling (dry),White,Indian vindaloo,Spicy,Thai,1,Terrible,Deliberately bad pairing example for contrast.
Ice Wine,Dessert,gazpacho,Acidic,French,4,Good,Acidic wine balances acidic food.
Albariño,White,citrus salad,Acidic,Indian,4,Good,Acidic wine balances acidic food.
Torrontés,White,cheese platter,Cheese,Mexican,3,Neutral,Heuristic pairing assessment.
Chenin Blanc,White,beef stew,Red Meat,Thai,2,Poor,Heuristic pairing assessment.
Ice Wine,Dessert,charcuterie board,Salty Snack,Argentinian,5,Excellent,Idealized perfect pairing example for contrast.
Chenin Blanc,White,bbq brisket,Red Meat,Chinese (Sichuan),3,Neutral,Delicate wine overwhelmed by red meat.
Cabernet Sauvignon,Red,bbq brisket,Red Meat,German,1,Terrible,Deliberately bad pairing example for contrast.
White Zinfandel,Rosé,cheese platter,Cheese,Thai,3,Neutral,Heuristic pairing assessment.
Chardonnay,White,duck à l’orange,Poultry,Chinese (Sichuan),5,Excellent,Idealized perfect pairing example for contrast.
Zinfandel,Red,grilled burger,Smoky BBQ,French,5,Excellent,Idealized perfect pairing example for contrast.
Merlot,Red,pork tenderloin,Pork,Japanese,1,Terrible,Deliberately bad pairing example for contrast.
Ice Wine,Dessert,caprese salad,Acidic,American BBQ,3,Neutral,Heuristic pairing assessment.
Champagne,Sparkling,mac and cheese,Cheese,Vietnamese,5,Excellent,Idealized perfect pairing example for contrast.
Grenache,Red,fondue,Cheese,Korean,3,Neutral,Heuristic pairing assessment.
Viognier,White,pork tenderloin,Pork,Ethiopian,1,Terrible,Deliberately bad pairing example for contrast.
Riesling (dry),White,cheese platter,Cheese,Greek,1,Terrible,Deliberately bad pairing example for contrast.
Port,Fortified,mac and cheese,Cheese,American BBQ,1,Terrible,Deliberately bad pairing example for contrast.
Sauvignon Blanc,White,grilled ribeye,Red Meat,Korean,3,Neutral,Heuristic pairing assessment.
Tempranillo,Red,beef stew,Red Meat,Mexican,3,Neutral,Heuristic pairing assessment.
Ice Wine,Dessert,fish tacos,Seafood,Chinese (Sichuan),1,Terrible,Tannic reds clash with delicate seafood.
Chardonnay,White,gazpacho,Acidic,American BBQ,4,Good,Acidic wine balances acidic food.
Madeira,Fortified,chocolate mousse,Dessert,French,5,Excellent,Idealized perfect pairing example for contrast.
Gamay (Beaujolais),Red,citrus salad,Acidic,French,4,Good,Acidic wine balances acidic food.
Riesling (dry),White,cheese platter,Cheese,Thai,2,Poor,Heuristic pairing assessment.
Albariño,White,beef stew,Red Meat,Middle Eastern,3,Neutral,Heuristic pairing assessment.
Merlot,Red,olives and cheese,Salty Snack,Moroccan,1,Terrible,Deliberately bad pairing example for contrast.
Sangiovese,Red,cheese platter,Cheese,Argentinian,3,Neutral,Heuristic pairing assessment.
Port,Fortified,citrus salad,Acidic,Italian,2,Poor,Low-acid wine seems flabby vs acids.
Tempranillo,Red,fondue,Cheese,Middle Eastern,4,Good,Heuristic pairing assessment.
Torrontés,White,grilled ribeye,Red Meat,Italian,3,Neutral,Heuristic pairing assessment.
Sauternes,Dessert,mixed nuts,Salty Snack,Japanese,4,Good,Heuristic pairing assessment.
Nebbiolo,Red,fish tacos,Seafood,Ethiopian,1,Terrible,Tannic reds clash with delicate seafood.
Zinfandel,Red,citrus salad,Acidic,Argentinian,5,Excellent,Acidic wine balances acidic food.
Albariño,White,mac and cheese,Cheese,Vietnamese,5,Excellent,Idealized perfect pairing example for contrast.
Tempranillo,Red,cheese platter,Cheese,Ethiopian,1,Terrible,Deliberately bad pairing example for contrast.
Champagne,Sparkling,beef stew,Red Meat,Spanish,1,Terrible,Deliberately bad pairing example for contrast.
Gewürztraminer,White,citrus salad,Acidic,Vietnamese,1,Terrible,Low-acid wine seems flabby vs acids.
Nebbiolo,Red,fondue,Cheese,Middle Eastern,4,Good,Heuristic pairing assessment.
Grenache,Red,mixed nuts,Salty Snack,Italian,4,Good,Heuristic pairing assessment.
Cabernet Sauvignon,Red,cheese platter,Cheese,Middle Eastern,4,Good,Heuristic pairing assessment.
Nebbiolo,Red,caprese salad,Acidic,Argentinian,4,Good,Heuristic pairing assessment.
Gamay (Beaujolais),Red,bbq brisket,Red Meat,Indian,2,Poor,Delicate wine overwhelmed by red meat.
Champagne,Sparkling,beef stew,Red Meat,Greek,3,Neutral,Heuristic pairing assessment.
Grüner Veltliner,White,carbonara,Creamy,Indian,3,Neutral,Too lean for creamy dish.
Albariño,White,beef stew,Red Meat,American BBQ,2,Poor,Heuristic pairing assessment.
Torrontés,White,cheese platter,Cheese,Moroccan,3,Neutral,Heuristic pairing assessment.
Chenin Blanc,White,bbq brisket,Red Meat,Argentinian,3,Neutral,Delicate wine overwhelmed by red meat.
Port,Fortified,lemon tart,Dessert,Ethiopian,1,Terrible,Low-acid wine seems flabby vs acids.
Pinot Noir,Red,vegetable curry,Vegetarian,Korean,1,Terrible,Deliberately bad pairing example for contrast.
Nebbiolo,Red,fondue,Cheese,German,4,Good,Heuristic pairing assessment.
Chardonnay,White,mac and cheese,Cheese,Italian,1,Terrible,Deliberately bad pairing example for contrast.
Cava,Sparkling,gazpacho,Acidic,Indian,1,Terrible,Deliberately bad pairing example for contrast.
Merlot,Red,charcuterie board,Salty Snack,Mexican,5,Excellent,Idealized perfect pairing example for contrast.
Sangiovese,Red,bbq brisket,Red Meat,Korean,5,Excellent,Idealized perfect pairing example for contrast.
Nebbiolo,Red,oysters,Seafood,Indian,5,Excellent,Idealized perfect pairing example for contrast.
Merlot,Red,beef stew,Red Meat,Chinese (Sichuan),3,Neutral,Heuristic pairing assessment.
Ice Wine,Dessert,grilled ribeye,Red Meat,Italian,2,Poor,Heuristic pairing assessment.
Sauvignon Blanc,White,stir-fried tofu,Vegetarian,Chinese (Sichuan),2,Poor,Heuristic pairing assessment.
Ice Wine,Dessert,bbq brisket,Red Meat,Spanish,1,Terrible,Delicate wine overwhelmed by red meat.
Sauternes,Dessert,duck à l’orange,Poultry,Middle Eastern,5,Excellent,Idealized perfect pairing example for contrast.
Gamay (Beaujolais),Red,citrus salad,Acidic,Middle Eastern,4,Good,Acidic wine balances acidic food.
Port,Fortified,chocolate mousse,Dessert,Moroccan,4,Good,Heuristic pairing assessment.
Sauternes,Dessert,duck à l’orange,Poultry,Vietnamese,5,Excellent,Idealized perfect pairing example for contrast.
Grenache,Red,olives and cheese,Salty Snack,Chinese (Sichuan),5,Excellent,Idealized perfect pairing example for contrast.
Madeira,Fortified,fondue,Cheese,Spanish,5,Excellent,Idealized perfect pairing example for contrast.
Tempranillo,Red,citrus salad,Acidic,Ethiopian,5,Excellent,Acidic wine balances acidic food.
Gewürztraminer,White,bbq brisket,Red Meat,French,2,Poor,Delicate wine overwhelmed by red meat.
Sangiovese,Red,duck à l’orange,Poultry,Argentinian,1,Terrible,Deliberately bad pairing example for contrast.
Riesling (dry),White,caprese salad,Acidic,Ethiopian,4,Good,Heuristic pairing assessment.
Port,Fortified,sorbet,Dessert,Argentinian,1,Terrible,Deliberately bad pairing example for contrast.
Merlot,Red,charcuterie board,Salty Snack,American BBQ,5,Excellent,Idealized perfect pairing example for contrast.
Ice Wine,Dessert,shrimp scampi,Seafood,Mexican,2,Poor,Tannic reds clash with delicate seafood.
Malbec,Red,gazpacho,Acidic,Moroccan,3,Neutral,Acidic wine balances acidic food.
Grenache,Red,gazpacho,Acidic,American BBQ,4,Good,Acidic wine balances acidic food.
Sangiovese,Red,bbq brisket,Red Meat,Korean,4,Good,Tannic red complements red meat fat.
Albariño,White,lemon tart,Dessert,Vietnamese,2,Poor,Acidic wine balances acidic food.; Dry table wine clashes with dessert sweetness.
Madeira,Fortified,fondue,Cheese,Moroccan,1,Terrible,Deliberately bad pairing example for contrast.
Syrah/Shiraz,Red,citrus salad,Acidic,Moroccan,4,Good,Acidic wine balances acidic food.
Tempranillo,Red,mac and cheese,Cheese,Moroccan,3,Neutral,Heuristic pairing assessment.
Chenin Blanc,White,roast lamb,Red Meat,American BBQ,1,Terrible,Deliberately bad pairing example for contrast.
Ice Wine,Dessert,fondue,Cheese,Argentinian,3,Neutral,Heuristic pairing assessment.
Grenache,Red,beef stew,Red Meat,Korean,2,Poor,Heuristic pairing assessment.
Champagne,Sparkling,caprese salad,Acidic,French,5,Excellent,Idealized perfect pairing example for contrast.
Gamay (Beaujolais),Red,mac and cheese,Cheese,Vietnamese,2,Poor,Heuristic pairing assessment.
White Zinfandel,Rosé,bbq brisket,Red Meat,Chinese (Sichuan),3,Neutral,Delicate wine overwhelmed by red meat.
Albariño,White,alfredo pasta,Creamy,Chinese (Sichuan),3,Neutral,Too lean for creamy dish.
Provence Rosé,Rosé,roast lamb,Red Meat,Argentinian,2,Poor,Delicate wine overwhelmed by red meat.
Sangiovese,Red,mushroom risotto,Vegetarian,Ethiopian,5,Excellent,Idealized perfect pairing example for contrast.
Nebbiolo,Red,bacon burger,Pork,Indian,1,Terrible,Deliberately bad pairing example for contrast.
Malbec,Red,cheese platter,Cheese,Japanese,4,Good,Heuristic pairing assessment.
Grenache,Red,bbq brisket,Red Meat,Korean,3,Neutral,Delicate wine overwhelmed by red meat.
Ice Wine,Dessert,mixed nuts,Salty Snack,Japanese,5,Excellent,Idealized perfect pairing example for contrast.
Torrontés,White,mac and cheese,Cheese,German,3,Neutral,Heuristic pairing assessment.
Grüner Veltliner,White,citrus salad,Acidic,Chinese (Sichuan),5,Excellent,Acidic wine balances acidic food.
Syrah/Shiraz,Red,cheese platter,Cheese,Greek,2,Poor,Heuristic pairing assessment.
Chenin Blanc,White,cheese platter,Cheese,Japanese,3,Neutral,Heuristic pairing assessment.
Grüner Veltliner,White,lemon tart,Dessert,Indian,2,Poor,Acidic wine balances acidic food.; Dry table wine clashes with dessert sweetness.
Ice Wine,Dessert,vegetable curry,Vegetarian,French,5,Excellent,Idealized perfect pairing example for contrast.
Port,Fortified,citrus salad,Acidic,French,3,Neutral,Low-acid wine seems flabby vs acids.
Merlot,Red,alfredo pasta,Creamy,Mexican,5,Excellent,Idealized perfect pairing example for contrast.
Grenache,Red,roast lamb,Red Meat,Thai,1,Terrible,Delicate wine overwhelmed by red meat.
Champagne,Sparkling,cheese platter,Cheese,Greek,5,Excellent,Idealized perfect pairing example for contrast.
Viognier,White,citrus salad,Acidic,American BBQ,2,Poor,Low-acid wine seems flabby vs acids.
Madeira,Fortified,cheesecake,Dessert,Indian,1,Terrible,Deliberately bad pairing example for contrast.
Viognier,White,cheese platter,Cheese,Argentinian,1,Terrible,Deliberately bad pairing example for contrast.
